ordId,instId,beginMs,endMs,fills,total_pnl,bills,liq_signals,has_strong,merkleRoot,generatedAt
2940071038556348417,BTC-USDT-SWAP,1760122444933,1760124244933,1,-7.15264,1,1,False,0xb815fb0e7b1a244c84e366fe6203adb963122ef7379d7ad9b2411240639900ff,2025-10-11T03:49:25.909Z
