order_id,inst_id,status,has_liquidations,liquidation_count,total_pnl,error
2940071038556348417,BTC-USDT-SWAP,success,True,1,-7.1526,
2938812509925187584,BTC-USDT-SWAP,1760084937858,1760086737858,1,0.31434,2,0,False,0xd2e6f177f439a1edae0500ff996e34d69cddf06afc7ff7389985a8356b7b7007,2025-10-11T06:35:06.870Z
